,activity_id,person_id,distance_meters,duration_seconds,mode,travel_purpose,previous_activity_type,start_time,start_local_hour,end_time,end_local_hour,origin_bgrp,origin_bgrp_lat,origin_bgrp_lng,destination_bgrp,destination_bgrp_lat,destination_bgrp_lng,vehicle_type,vehicle_fuel_type,vehicle_fuel_technology,start_within_boundary,start_datetime,start_timestamp
46384,7082292785436025226,18191076815089032461,2253.0759616303444,420,BIKING,HOME,WORK,2019-10-10 18:37:45 America/New_York,18,2019-10-10 18:45:39 America/New_York,18,250173531022,42.3592,-71.0862,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 18:37:45,2019-10-10 18:37:45
46496,3649198535716989555,12552534871589545877,482.8020191848277,240,BIKING,EAT,HOME,2019-10-10 18:39:00 America/New_York,18,2019-10-10 18:43:01 America/New_York,18,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 18:39:00,2019-10-10 18:39:00
47365,17271612456111122479,11938720128869601349,804.67,120,BIKING,HOME,WORK,2019-10-10 18:55:51 America/New_York,18,2019-10-10 18:58:32 America/New_York,18,250173521021,42.3667,-71.0763,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 18:55:51,2019-10-10 18:55:51
47568,6830813883395270978,5322962279335699997,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 19:01:00 America/New_York,19,2019-10-10 19:01:16 America/New_York,19,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:01:00,2019-10-10 19:01:00
47998,12955406218971184747,16254231641136450641,804.67,120,BIKING,SHOP,HOME,2019-10-10 19:07:00 America/New_York,19,2019-10-10 19:09:52 America/New_York,19,250173523002,42.3654,-71.0811,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:07:00,2019-10-10 19:07:00
48450,1143945848631045138,4740335703097470002,965.6040383696557,180,BIKING,EAT,HOME,2019-10-10 19:13:00 America/New_York,19,2019-10-10 19:16:24 America/New_York,19,250173523001,42.3678,-71.0855,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:13:00,2019-10-10 19:13:00
48542,1767077035808193694,13408388739372948965,160.93400239810347,0,BIKING,SHOP,HOME,2019-10-10 19:14:00 America/New_York,19,2019-10-10 19:14:16 America/New_York,19,250173521022,42.3713,-71.0801,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:14:00,2019-10-10 19:14:00
48695,15670159059292886705,13252875903317583161,1126.5379808151722,300,BIKING,HOME,WORK,2019-10-10 19:15:31 America/New_York,19,2019-10-10 19:21:01 America/New_York,19,250173531022,42.3592,-71.0862,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:15:31,2019-10-10 19:15:31
48788,17329001225387583473,16254231641136450641,1931.2080767393109,420,BIKING,OTHER_ACTIVITY_TYPE,SHOP,2019-10-10 19:21:00 America/New_York,19,2019-10-10 19:28:18 America/New_York,19,250173531022,42.3592,-71.0862,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:21:00,2019-10-10 19:21:00
48935,2745697726516968175,14453092921736257985,1448.4059616303446,360,BIKING,EAT,SHOP,2019-10-10 19:27:00 America/New_York,19,2019-10-10 19:33:41 America/New_York,19,250173522001,42.3719,-71.0851,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:27:00,2019-10-10 19:27:00
48994,5162956726376684841,12552534871589545877,482.8020191848277,240,BIKING,HOME,EAT,2019-10-10 19:29:40 America/New_York,19,2019-10-10 19:33:41 America/New_York,19,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:29:40,2019-10-10 19:29:40
49158,14597600479244284699,7781895100574373514,965.6040383696557,180,BIKING,MAINTENANCE,HOME,2019-10-10 19:32:00 America/New_York,19,2019-10-10 19:35:15 America/New_York,19,250173523001,42.3678,-71.0855,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:32:00,2019-10-10 19:32:00
49225,15662631771318087957,16710364795800526120,482.8020191848277,180,BIKING,SHOP,OTHER_ACTIVITY_TYPE,2019-10-10 19:33:00 America/New_York,19,2019-10-10 19:36:35 America/New_York,19,250173523002,42.3654,-71.0811,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:33:00,2019-10-10 19:33:00
49264,2490209258402739881,13408388739372948965,160.93400239810347,0,BIKING,OTHER_ACTIVITY_TYPE,SHOP,2019-10-10 19:33:00 America/New_York,19,2019-10-10 19:33:16 America/New_York,19,250173521022,42.3713,-71.0801,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:33:00,2019-10-10 19:33:00
49274,9228845981258860508,4519743542556464342,1126.5379808151722,180,BIKING,SOCIAL,HOME,2019-10-10 19:33:00 America/New_York,19,2019-10-10 19:36:36 America/New_York,19,250173523001,42.3678,-71.0855,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:33:00,2019-10-10 19:33:00
49464,6262441479151994253,11878215530742725318,804.67,120,BIKING,WORK,HOME,2019-10-10 19:36:00 America/New_York,19,2019-10-10 19:38:33 America/New_York,19,250173526001,42.3696,-71.0897,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:36:00,2019-10-10 19:36:00
49481,484071715781305063,16036184100466601216,482.8020191848277,60,BIKING,SHOP,SHOP,2019-10-10 19:36:00 America/New_York,19,2019-10-10 19:37:26 America/New_York,19,250173524001,42.3657,-71.0893,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:36:00,2019-10-10 19:36:00
49914,15462453592673261596,1780830446330645267,1287.4720191848278,240,BIKING,EAT,HOME,2019-10-10 19:42:00 America/New_York,19,2019-10-10 19:46:11 America/New_York,19,250173526002,42.3704,-71.0924,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:42:00,2019-10-10 19:42:00
50411,2680851183982618149,11357624051901640550,1931.2080767393109,540,BIKING,SCHOOL,HOME,2019-10-10 19:56:10 America/New_York,19,2019-10-10 20:05:34 America/New_York,20,250173524001,42.3657,-71.0893,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 19:56:10,2019-10-10 19:56:10
50646,694995875689253725,7717131318947227891,1287.4720191848278,240,BIKING,HOME,SHOP,2019-10-10 20:03:00 America/New_York,20,2019-10-10 20:07:18 America/New_York,20,250173524001,42.3657,-71.0893,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:03:00,2019-10-10 20:03:00
50681,13640115773593819833,13884214158856513692,482.8020191848277,240,BIKING,RECREATION,HOME,2019-10-10 20:03:45 America/New_York,20,2019-10-10 20:07:57 America/New_York,20,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:03:45,2019-10-10 20:03:45
50683,298343631694475782,6892507185415580796,321.86800479620695,0,BIKING,SOCIAL,HOME,2019-10-10 20:03:45 America/New_York,20,2019-10-10 20:04:38 America/New_York,20,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:03:45,2019-10-10 20:03:45
50718,16226575481165995051,3871065387286211051,1448.4059616303446,240,BIKING,OTHER_ACTIVITY_TYPE,OTHER_ACTIVITY_TYPE,2019-10-10 20:04:00 America/New_York,20,2019-10-10 20:08:52 America/New_York,20,250173523001,42.3678,-71.0855,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:04:00,2019-10-10 20:04:00
50820,14023907965782718749,9864897515251621788,160.93400239810347,0,BIKING,RECREATION,OTHER_ACTIVITY_TYPE,2019-10-10 20:06:00 America/New_York,20,2019-10-10 20:06:17 America/New_York,20,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:06:00,2019-10-10 20:06:00
51190,4253297075462752998,7781895100574373514,965.6040383696557,180,BIKING,HOME,MAINTENANCE,2019-10-10 20:12:00 America/New_York,20,2019-10-10 20:15:21 America/New_York,20,250173524002,42.3642,-71.0903,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:12:00,2019-10-10 20:12:00
51514,7154152447350375400,9864897515251621788,160.93400239810347,0,BIKING,HOME,RECREATION,2019-10-10 20:20:00 America/New_York,20,2019-10-10 20:20:17 America/New_York,20,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:20:00,2019-10-10 20:20:00
51628,4346279266545701858,11357624051901640550,804.67,300,BIKING,SHOP,SCHOOL,2019-10-10 20:27:10 America/New_York,20,2019-10-10 20:32:31 America/New_York,20,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:27:10,2019-10-10 20:27:10
51891,12489252166837988842,9389793575464389718,2253.0759616303444,480,BIKING,WORK,HOME,2019-10-10 20:33:00 America/New_York,20,2019-10-10 20:41:23 America/New_York,20,250173524002,42.3642,-71.0903,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:33:00,2019-10-10 20:33:00
52315,14363401066469321715,13860163082297932469,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 20:42:00 America/New_York,20,2019-10-10 20:42:32 America/New_York,20,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:42:00,2019-10-10 20:42:00
52406,13673405162636805613,11357624051901640550,2735.878076739311,540,BIKING,HOME,SHOP,2019-10-10 20:43:10 America/New_York,20,2019-10-10 20:53:09 America/New_York,20,250173531022,42.3592,-71.0862,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:43:10,2019-10-10 20:43:10
52483,3660040543939411676,3513237489749677419,1931.2080767393109,360,BIKING,HOME,RECREATION,2019-10-10 20:45:00 America/New_York,20,2019-10-10 20:51:47 America/New_York,20,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 20:45:00,2019-10-10 20:45:00
52845,6822295700362180222,14453092921736257985,1609.34,420,BIKING,HOME,EAT,2019-10-10 21:03:00 America/New_York,21,2019-10-10 21:10:19 America/New_York,21,250173531022,42.3592,-71.0862,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:03:00,2019-10-10 21:03:00
52937,13644483446891864723,5635467329103394813,321.86800479620695,60,BIKING,RECREATION,WORK,2019-10-10 21:05:00 America/New_York,21,2019-10-10 21:06:24 America/New_York,21,250173523002,42.3654,-71.0811,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:05:00,2019-10-10 21:05:00
53004,15900357058498373982,3871065387286211051,1287.4720191848278,240,BIKING,HOME,OTHER_ACTIVITY_TYPE,2019-10-10 21:07:00 America/New_York,21,2019-10-10 21:11:10 America/New_York,21,250173531022,42.3592,-71.0862,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:07:00,2019-10-10 21:07:00
53191,5408266101387539062,11878215530742725318,804.67,120,BIKING,HOME,WORK,2019-10-10 21:11:00 America/New_York,21,2019-10-10 21:13:43 America/New_York,21,250173522001,42.3719,-71.0851,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:11:00,2019-10-10 21:11:00
53231,7086634507173638041,13024926860768873197,2414.01,480,BIKING,WORK,HOME,2019-10-10 21:12:00 America/New_York,21,2019-10-10 21:20:50 America/New_York,21,250173523001,42.3678,-71.0855,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:12:00,2019-10-10 21:12:00
53285,2405413210626596669,3614781966944927277,2092.1419232606886,420,BIKING,HOME,WORK,2019-10-10 21:13:00 America/New_York,21,2019-10-10 21:20:13 America/New_York,21,250173531022,42.3592,-71.0862,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:13:00,2019-10-10 21:13:00
53340,12770546726736123557,11378751574977124864,321.86800479620695,120,BIKING,HOME,WORK,2019-10-10 21:13:16 America/New_York,21,2019-10-10 21:16:03 America/New_York,21,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:13:16,2019-10-10 21:13:16
53345,7094424189662428484,18092533089809070174,1126.5379808151722,240,BIKING,HOME,WORK,2019-10-10 21:13:16 America/New_York,21,2019-10-10 21:17:23 America/New_York,21,250173524002,42.3642,-71.0903,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:13:16,2019-10-10 21:13:16
53432,15022980449813997310,13219810111501202892,804.67,120,BIKING,SHOP,HOME,2019-10-10 21:16:57 America/New_York,21,2019-10-10 21:19:53 America/New_York,21,250173526002,42.3704,-71.0924,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:16:57,2019-10-10 21:16:57
53645,937539716043092011,9389793575464389718,3218.68,660,BIKING,HOME,WORK,2019-10-10 21:30:00 America/New_York,21,2019-10-10 21:41:21 America/New_York,21,250173521021,42.3667,-71.0763,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:30:00,2019-10-10 21:30:00
53660,3274733810195229057,16637786347038608240,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 21:31:00 America/New_York,21,2019-10-10 21:31:19 America/New_York,21,250173526001,42.3696,-71.0897,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:31:00,2019-10-10 21:31:00
53727,10412631013969358617,1939574118006252943,321.86800479620695,60,BIKING,RECREATION,HOME,2019-10-10 21:33:00 America/New_York,21,2019-10-10 21:34:00 America/New_York,21,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 21:33:00,2019-10-10 21:33:00
54517,6811159421815035919,3819229639397128646,1609.34,360,BIKING,EAT,HOME,2019-10-10 22:05:00 America/New_York,22,2019-10-10 22:11:37 America/New_York,22,250173523002,42.3654,-71.0811,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:05:00,2019-10-10 22:05:00
54526,9638037124655077749,1939574118006252943,321.86800479620695,60,BIKING,HOME,RECREATION,2019-10-10 22:05:40 America/New_York,22,2019-10-10 22:06:40 America/New_York,22,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:05:40,2019-10-10 22:05:40
54823,12351922021644543318,7099650463875449938,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 22:14:34 America/New_York,22,2019-10-10 22:15:11 America/New_York,22,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:14:34,2019-10-10 22:14:34
54834,18424382210697815116,16192589351287630814,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 22:14:34 America/New_York,22,2019-10-10 22:14:54 America/New_York,22,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:14:34,2019-10-10 22:14:34
54841,17863411010338499662,2927568019037154104,321.86800479620695,60,BIKING,SHOP,HOME,2019-10-10 22:14:34 America/New_York,22,2019-10-10 22:15:54 America/New_York,22,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:14:34,2019-10-10 22:14:34
55038,3821440491113667833,4899407549484605858,482.8020191848277,60,BIKING,HOME,SOCIAL,2019-10-10 22:32:20 America/New_York,22,2019-10-10 22:33:43 America/New_York,22,250173526001,42.3696,-71.0897,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:32:20,2019-10-10 22:32:20
55465,17011170319983190494,7099650463875449938,321.86800479620695,60,BIKING,HOME,EAT,2019-10-10 22:49:05 America/New_York,22,2019-10-10 22:50:10 America/New_York,22,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:49:05,2019-10-10 22:49:05
55479,9786960789210409184,16192589351287630814,160.93400239810347,0,BIKING,HOME,RECREATION,2019-10-10 22:49:05 America/New_York,22,2019-10-10 22:49:25 America/New_York,22,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:49:05,2019-10-10 22:49:05
55598,17471555890791029817,11498854783625302248,321.86800479620695,120,BIKING,EAT,HOME,2019-10-10 22:57:47 America/New_York,22,2019-10-10 23:00:19 America/New_York,23,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 22:57:47,2019-10-10 22:57:47
55791,837193248754784106,3132450356017067383,965.6040383696557,240,BIKING,HOME,WORK,2019-10-10 23:08:00 America/New_York,23,2019-10-10 23:12:44 America/New_York,23,250173524002,42.3642,-71.0903,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 23:08:00,2019-10-10 23:08:00
55822,9928696053510468876,103640622063687800,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 23:10:00 America/New_York,23,2019-10-10 23:10:22 America/New_York,23,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 23:10:00,2019-10-10 23:10:00
56231,11987726823887696602,2810797104756645379,160.93400239810347,60,BIKING,SOCIAL,HOME,2019-10-10 23:35:00 America/New_York,23,2019-10-10 23:36:55 America/New_York,23,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 23:35:00,2019-10-10 23:35:00
2284,10139659356316013274,16128418206829008265,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:35:20 America/New_York,1,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2286,27965376083528976,16191835029422268462,160.93400239810347,0,BIKING,SOCIAL,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:35:23 America/New_York,1,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2320,16869341648413067217,17836171812163818636,643.7360095924139,240,BIKING,EAT,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:39:13 America/New_York,1,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2338,56406554075107669,3431755455446803460,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:35:04 America/New_York,1,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2354,9433578222793654111,4446608933414079472,643.7360095924139,120,BIKING,RECREATION,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:36:46 America/New_York,1,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2355,5448240530262207931,6375716492408187343,482.8020191848277,120,BIKING,RECREATION,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:36:52 America/New_York,1,250173523002,42.3654,-71.0811,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2384,346512630655817276,4074912035577569548,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:35:17 America/New_York,1,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2387,3523218667642387820,3017873470626949892,160.93400239810347,0,BIKING,SOCIAL,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:35:23 America/New_York,1,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2396,15254916638192126360,7336883898925785310,482.8020191848277,60,BIKING,RECREATION,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:36:09 America/New_York,1,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
2410,6588927402618129377,3528648929723673111,160.93400239810347,120,BIKING,EAT,HOME,2019-10-10 01:34:43 America/New_York,1,2019-10-10 01:37:29 America/New_York,1,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:34:43,2019-10-10 01:34:43
3079,1797464646696116360,6357690674073891061,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 01:58:29 America/New_York,1,2019-10-10 01:58:51 America/New_York,1,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 01:58:29,2019-10-10 01:58:29
